,gt_label,gt_rank,gt_score,top1_label,top1_score,score_gap,image_path,difficulty,scale_score
2716,14,0,32.909122467041016,14,32.909122467041016,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/548.jpg,soft,0.02829933469549697
2718,14,1,32.17391586303711,5,32.311500549316406,0.13758468627929688,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/214.jpg,medium,0.04692753107370974
2720,14,0,32.436031341552734,14,32.436031341552734,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/225.jpg,soft,0.12512691531318382
2726,14,0,31.174571990966797,14,31.174571990966797,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/088.jpg,soft,0.1007136336564251
2729,14,0,32.656497955322266,14,32.656497955322266,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/430.jpg,soft,0.11628966849804163
2733,14,0,34.894081115722656,14,34.894081115722656,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/770.jpg,soft,0.05805586272223009
2735,14,1,30.74028968811035,8,30.88418197631836,0.1438922882080078,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/005.jpg,medium,0.10025066183720202
2737,14,0,31.685258865356445,14,31.685258865356445,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/173.jpg,soft,0.1396209870182393
2739,14,2,30.77882194519043,12,32.63612747192383,1.8573055267333984,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/645.jpg,hard,0.0852741504648562
2740,14,0,31.64999771118164,14,31.64999771118164,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/063.jpg,soft,0.07015902049344916
2742,14,0,31.96377944946289,14,31.96377944946289,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/691.jpg,soft,0.13685696244677664
2746,14,0,34.404266357421875,14,34.404266357421875,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/678.jpg,soft,0.11962964198862433
2747,14,1,28.362598419189453,0,28.797887802124023,0.4352893829345703,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/171.jpg,medium,0.12997435324480436
2748,14,4,29.673978805541992,2,32.392398834228516,2.7184200286865234,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/329.jpg,hard,0.09158726877488026
2749,14,0,33.48721694946289,14,33.48721694946289,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/258.jpg,soft,0.1246222657011025
2750,14,1,30.078126907348633,11,30.80132293701172,0.7231960296630859,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/070.jpg,medium,0.12501159649182012
2751,14,0,31.912683486938477,14,31.912683486938477,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/498.jpg,soft,0.13030140990132952
2754,14,1,32.11444091796875,6,32.200408935546875,0.085968017578125,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/392.jpg,medium,0.12349412231898114
2755,14,0,32.284236907958984,14,32.284236907958984,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/103.jpg,soft,0.1245811210402146
2756,14,1,27.916301727294922,0,29.516448974609375,1.6001472473144531,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/174.jpg,hard,0.1363973316232985
2757,14,0,32.82998275756836,14,32.82998275756836,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/261.jpg,soft,0.10546359620684982
2764,14,0,33.796329498291016,14,33.796329498291016,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/332.jpg,soft,0.1269061611367241
2766,14,0,35.58650588989258,14,35.58650588989258,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/700.jpg,soft,0.107510783295056
2768,14,0,32.83295440673828,14,32.83295440673828,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/784.jpg,soft,0.13037015729817752
2770,14,0,30.324241638183594,14,30.324241638183594,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/554.jpg,soft,0.11348889604541679
2772,14,0,33.64224624633789,14,33.64224624633789,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/264.jpg,soft,0.10047422509645343
2773,14,0,30.990489959716797,14,30.990489959716797,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/633.jpg,soft,0.12386800807790013
2774,14,0,31.97332191467285,14,31.97332191467285,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/021.jpg,soft,0.08127510634700752
2775,14,0,32.64271545410156,14,32.64271545410156,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/199.jpg,soft,0.09786465996800715
2777,14,4,31.519216537475586,12,31.905540466308594,0.3863239288330078,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/687.jpg,hard,0.11520187556794362
2778,14,0,32.399723052978516,14,32.399723052978516,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/126.jpg,soft,0.13317858657948115
2779,14,0,32.513370513916016,14,32.513370513916016,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/142.jpg,soft,0.13855489740589827
2793,14,0,33.26504135131836,14,33.26504135131836,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/449.jpg,soft,0.10170455841347344
2794,14,1,29.259756088256836,12,29.546525955200195,0.2867698669433594,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/194.jpg,medium,0.11308472308149996
2795,14,2,31.522798538208008,7,32.375606536865234,0.8528079986572266,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/663.jpg,medium,0.1231424099478089
2797,14,1,27.886905670166016,0,28.03672981262207,0.1498241424560547,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/180.jpg,medium,0.12125861391938718
2802,14,0,30.335664749145508,14,30.335664749145508,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/465.jpg,soft,0.1401823089636981
2807,14,0,32.963417053222656,14,32.963417053222656,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/093.jpg,soft,0.07820985904018875
2809,14,0,31.285747528076172,14,31.285747528076172,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/269.jpg,soft,0.060943122244489785
2814,14,0,33.32963562011719,14,33.32963562011719,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/216.jpg,soft,0.06684870383827414
2821,14,0,33.910770416259766,14,33.910770416259766,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/575.jpg,soft,0.09444719541165755
2822,14,0,34.74935531616211,14,34.74935531616211,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/772.jpg,soft,0.07630531623699258
2824,14,0,33.28905487060547,14,33.28905487060547,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/050.jpg,soft,0.06201679022985379
2825,14,1,27.88977813720703,8,28.485830307006836,0.5960521697998047,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/168.jpg,medium,0.1353304624009985
2827,14,0,31.532278060913086,14,31.532278060913086,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/263.jpg,soft,0.09013768928628241
2830,14,0,31.51266860961914,14,31.51266860961914,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/756.jpg,soft,0.13601347324339186
2831,14,0,34.008148193359375,14,34.008148193359375,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/502.jpg,soft,0.07063147638330075
2833,14,6,28.064746856689453,6,31.590267181396484,3.5255203247070312,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/255.jpg,hard,0.10320192390924393
2835,14,1,30.67409324645996,11,31.048425674438477,0.3743324279785156,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/114.jpg,medium,0.1381781354565791
2843,14,0,33.40652084350586,14,33.40652084350586,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/650.jpg,soft,0.08884004596623563
2846,14,0,31.82522964477539,14,31.82522964477539,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/207.jpg,soft,0.08756173464193201
2847,14,1,31.89886474609375,7,32.40320587158203,0.5043411254882812,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/209.jpg,medium,0.06741779436968891
2852,14,0,30.972578048706055,14,30.972578048706055,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/617.jpg,soft,0.11898514778245964
2859,14,0,30.966960906982422,14,30.966960906982422,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/644.jpg,soft,0.09752022296225674
2860,14,0,32.69875717163086,14,32.69875717163086,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/507.jpg,soft,0.07187165325760318
2861,14,2,30.936492919921875,11,32.99138259887695,2.054889678955078,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/223.jpg,hard,0.11601818356576427
2862,14,0,31.10129165649414,14,31.10129165649414,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/350.jpg,soft,0.1344803163834027
2863,14,0,33.06372833251953,14,33.06372833251953,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/417.jpg,soft,0.07646411561529708
2864,14,0,30.434391021728516,14,30.434391021728516,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/780.jpg,soft,0.13969140245899653
2865,14,0,33.18788528442383,14,33.18788528442383,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/762.jpg,soft,0.12297350091536932
2868,14,1,30.943693161010742,8,31.112735748291016,0.16904258728027344,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/363.jpg,medium,0.12243200643865298
2869,14,0,33.01274871826172,14,33.01274871826172,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/581.jpg,soft,0.10852774217390981
2870,14,0,31.918119430541992,14,31.918119430541992,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/755.jpg,soft,0.0797658225712209
2873,14,0,30.61534309387207,14,30.61534309387207,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/107.jpg,soft,0.13421963395212916
2878,14,1,29.86906623840332,0,30.549997329711914,0.6809310913085938,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/154.jpg,medium,0.11541112959220438
2879,14,0,31.847816467285156,14,31.847816467285156,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/206.jpg,soft,0.05568901531227536
2887,14,0,29.97581672668457,14,29.97581672668457,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/698.jpg,medium,0.13634531163841318
2888,14,0,30.957551956176758,14,30.957551956176758,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/681.jpg,soft,0.07605125313447611
2894,14,0,35.0902099609375,14,35.0902099609375,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/618.jpg,soft,0.1264523641810869
2895,14,0,30.999921798706055,14,30.999921798706055,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/331.jpg,soft,0.10325417547110226
2896,14,0,31.760665893554688,14,31.760665893554688,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/594.jpg,soft,0.05917876380619502
2898,14,0,29.747173309326172,14,29.747173309326172,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/061.jpg,medium,0.10538108331377784
2899,14,0,32.97335433959961,14,32.97335433959961,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/257.jpg,soft,0.1261246720996514
2902,14,0,33.13776779174805,14,33.13776779174805,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/233.jpg,soft,0.13995623311633393
2904,14,0,31.345745086669922,14,31.345745086669922,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/139.jpg,soft,0.14002826542365637
2905,14,0,31.765016555786133,14,31.765016555786133,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/318.jpg,soft,0.11718562299837629
2907,14,0,32.23888397216797,14,32.23888397216797,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/200.jpg,soft,0.11270108419424318
2909,14,0,33.144142150878906,14,33.144142150878906,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/769.jpg,soft,0.06986753167995984
2913,14,0,31.51998519897461,14,31.51998519897461,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/488.jpg,soft,0.07144676073474886
2916,14,0,31.63654136657715,14,31.63654136657715,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/781.jpg,soft,0.10523933856883078
2918,14,1,28.622188568115234,5,29.13068199157715,0.5084934234619141,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/244.jpg,medium,0.12231168106618379
2919,14,0,31.27326011657715,14,31.27326011657715,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/675.jpg,soft,0.10352603520491444
2920,14,0,32.33537673950195,14,32.33537673950195,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/220.jpg,soft,0.09971092881547644
2925,14,0,30.38974952697754,14,30.38974952697754,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/777.jpg,soft,0.09859853037453922
2929,14,0,30.994441986083984,14,30.994441986083984,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/351.jpg,soft,0.13211809667482652
2931,14,2,29.045793533325195,11,29.639808654785156,0.5940151214599609,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/726.jpg,medium,0.13368029106748092
2932,14,0,31.841262817382812,14,31.841262817382812,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/183.jpg,soft,0.0708233014974148
2935,14,0,33.59761047363281,14,33.59761047363281,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/219.jpg,soft,0.08120348442662198
2938,14,0,32.967002868652344,14,32.967002868652344,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/602.jpg,soft,0.10349982201153012
2942,14,3,26.633106231689453,0,28.70379638671875,2.070690155029297,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/081.jpg,hard,0.1293358724775675
2943,14,0,30.787639617919922,14,30.787639617919922,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/242.jpg,soft,0.09385873999017297
2949,14,0,32.533870697021484,14,32.533870697021484,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/330.jpg,soft,0.12358618754225145
2954,14,0,33.931610107421875,14,33.931610107421875,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/383.jpg,soft,0.08229877477848378
2955,14,0,30.68864631652832,14,30.68864631652832,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/402.jpg,soft,0.10973273483645526
2956,14,0,29.78059959411621,14,29.78059959411621,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/022.jpg,medium,0.125667690398453
2957,14,10,26.134672164916992,12,29.575031280517578,3.440359115600586,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/557.jpg,hard,0.04895473102801441
2958,14,0,31.05205535888672,14,31.05205535888672,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/487.jpg,soft,0.07866459921679551
2962,14,0,32.57552719116211,14,32.57552719116211,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/204.jpg,soft,0.0417485128667212
2963,14,3,28.489151000976562,6,30.52089500427246,2.0317440032958984,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/570.jpg,hard,0.09051699242101119
2966,14,0,29.826929092407227,14,29.826929092407227,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/566.jpg,medium,0.07171437523846172
2967,14,0,32.84806442260742,14,32.84806442260742,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/722.jpg,soft,0.056059618734998054
2969,14,2,31.334474563598633,7,32.435813903808594,1.101339340209961,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/706.jpg,hard,0.13787409543776202
2970,14,0,32.069114685058594,14,32.069114685058594,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/141.jpg,soft,0.12704547887527357
2971,14,2,31.145580291748047,12,31.313034057617188,0.16745376586914062,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/746.jpg,medium,0.10988623455018051
2974,14,0,34.60749053955078,14,34.60749053955078,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/767.jpg,soft,0.1316088713380273
2982,14,1,28.841163635253906,12,29.13775634765625,0.29659271240234375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/592.jpg,medium,0.11038679644163636
2984,14,0,33.489410400390625,14,33.489410400390625,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/439.jpg,soft,0.09686860647292408
2985,14,4,30.22162628173828,6,31.418821334838867,1.197195053100586,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/210.jpg,hard,0.0689699300646591
2987,14,0,28.326501846313477,14,28.326501846313477,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/181.jpg,medium,0.13491128626315574
2990,14,2,29.151552200317383,0,30.51321792602539,1.3616657257080078,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/032.jpg,hard,0.13248088760801147
2993,14,1,31.7044677734375,5,32.43444061279297,0.7299728393554688,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/058.jpg,medium,0.12258496194475411
2995,14,0,29.810264587402344,14,29.810264587402344,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/579.jpg,medium,0.13096205303225789
2997,14,0,32.30741882324219,14,32.30741882324219,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/779.jpg,soft,0.07973452580943474
2999,14,2,29.37836265563965,11,30.5247745513916,1.1464118957519531,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/550.jpg,hard,0.1070609755640595
3000,14,1,29.654762268066406,8,30.092069625854492,0.43730735778808594,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/674.jpg,medium,0.0973829674843693
3002,14,2,29.396833419799805,6,30.0141544342041,0.6173210144042969,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/259.jpg,medium,0.03833772340867997
3006,14,0,31.55194091796875,14,31.55194091796875,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/520.jpg,soft,0.10158921381920685
3009,14,2,28.524860382080078,6,29.155118942260742,0.6302585601806641,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/432.jpg,medium,0.12112962866255143
3012,14,1,30.984085083007812,3,31.2440185546875,0.2599334716796875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/074.jpg,medium,0.1242074877379013
3017,14,0,34.05138397216797,14,34.05138397216797,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/262.jpg,soft,0.107517244408466
3019,14,0,28.359664916992188,14,28.359664916992188,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/673.jpg,medium,0.10984385843974886
3020,14,3,32.56758117675781,12,33.67973709106445,1.1121559143066406,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/448.jpg,hard,0.030898748836412193
3022,14,0,30.710390090942383,14,30.710390090942383,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/729.jpg,soft,0.12058532686533122
3024,14,0,32.28166580200195,14,32.28166580200195,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/546.jpg,soft,0.12064122032462764
3027,14,0,32.640830993652344,14,32.640830993652344,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/786.jpg,soft,0.1328214577364758
3033,14,2,29.60780143737793,12,29.678775787353516,0.07097434997558594,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/184.jpg,medium,0.1376013583767513
3035,14,0,31.8449649810791,14,31.8449649810791,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/250.jpg,soft,0.13370142852943706
3040,14,0,33.02136993408203,14,33.02136993408203,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/711.jpg,soft,0.08011275083055724
3042,14,0,35.56841278076172,14,35.56841278076172,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/493.jpg,soft,0.09393014634062083
3046,14,1,29.222431182861328,8,29.44525718688965,0.2228260040283203,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/172.jpg,medium,0.13433140679305422
3047,14,1,29.964338302612305,0,30.390228271484375,0.4258899688720703,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/553.jpg,medium,0.0832715700433057
3052,14,0,30.185752868652344,14,30.185752868652344,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/055.jpg,soft,0.13100160761416302
3053,14,5,28.067527770996094,5,30.357351303100586,2.289823532104492,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/610.jpg,hard,0.07860767173500487
3054,14,4,30.83187484741211,0,32.021339416503906,1.1894645690917969,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/217.jpg,hard,0.08685455645002321
3062,14,0,30.699504852294922,14,30.699504852294922,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/736.jpg,soft,0.06911826961314838
3065,14,0,32.85643768310547,14,32.85643768310547,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/584.jpg,soft,0.08014338212218236
3066,14,0,33.10097122192383,14,33.10097122192383,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/404.jpg,soft,0.11734813362131372
3068,14,2,31.906627655029297,11,32.87580871582031,0.9691810607910156,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/662.jpg,medium,0.12892186621220303
3069,14,1,30.963829040527344,11,31.055906295776367,0.09207725524902344,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/110.jpg,medium,0.08988081221869046
3073,14,0,31.921545028686523,14,31.921545028686523,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/522.jpg,soft,0.13434536773472883
3076,14,0,31.508773803710938,14,31.508773803710938,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/510.jpg,soft,0.1060576672180439
3085,14,1,29.181503295898438,7,29.335865020751953,0.15436172485351562,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/731.jpg,medium,0.10272492115536734
3086,14,1,30.6037654876709,11,31.53215980529785,0.9283943176269531,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/River/621.jpg,medium,0.07362523232546853
